# Wlen (micron), (Rpl/Rs)^2, (Rpl/Rs)^2 error
2.870821137400156875e+00 1.097665510308985792e-02 3.019564774029874564e-04
2.872620326343430008e+00 1.144201473817039842e-02 2.994884118741060995e-04
2.874419515286703142e+00 1.145275020169956616e-02 2.973771663472629862e-04
2.876218690749064333e+00 1.144926322127691638e-02 2.947790339160172432e-04
2.878017865439865375e+00 1.109296613036332528e-02 2.915034480825560623e-04
2.879817026158352888e+00 1.119615472368212968e-02 2.889522060565535822e-04
2.881616186876840846e+00 1.121673008158593186e-02 2.867595112469841293e-04
2.883415347595328360e+00 1.082270033556280951e-02 2.851418570802989171e-04
2.885214506631204490e+00 1.166180637783368647e-02 2.837077002188797452e-04
2.887013653237631594e+00 1.087889949003955845e-02 2.823984165345045901e-04
2.888812797390378329e+00 1.156321011649519802e-02 2.815234750386265395e-04
2.890611929884966180e+00 1.082221730035268920e-02 2.807368820921002264e-04
2.892411062379554032e+00 1.132344163138359477e-02 2.800683672359560706e-04
2.894210194874141884e+00 1.171127444066562794e-02 2.787671463635538953e-04
2.896009323373352373e+00 1.090730746771421088e-02 2.772480329908655859e-04
2.897808441756322129e+00 1.116293550077037365e-02 2.754869464074789407e-04
2.899607560139292328e+00 1.143268603468827228e-02 2.740130976590189811e-04
2.901406678522262528e+00 1.148632609447960626e-02 2.727592530429548846e-04
2.903205791368636657e+00 1.093107540334161375e-02 2.718284454802837925e-04
2.905004895640210361e+00 1.123280529996623783e-02 2.708357408015223708e-04
2.906803968378163905e+00 1.119936326382364039e-02 2.696864578258860272e-04
2.908603002096075585e+00 1.165679206629912160e-02 2.684690601224180243e-04
2.910402090192308666e+00 1.197131623896004887e-02 2.672640973743063936e-04
2.912201232349171498e+00 1.159087181677821363e-02 2.662841482931956895e-04
2.914000337752343128e+00 1.095084673884682072e-02 2.655374302336754432e-04
2.915799413801787754e+00 1.076066643299127858e-02 2.650251411717321863e-04
2.917598481236141517e+00 1.099697601492205176e-02 2.645534229676553117e-04
2.919397543174853560e+00 1.123182416022239921e-02 2.641043023747317842e-04
2.921196605113566047e+00 1.134217716794072052e-02 2.637007841399821801e-04
2.922995667052278090e+00 1.102350598206077240e-02 2.633853812620206929e-04
2.924794718836572827e+00 1.127239091066693615e-02 2.631230946706998087e-04
2.926593766664773888e+00 1.093674708483761797e-02 2.629027990317017770e-04
2.928392803569213054e+00 1.140429398989373060e-02 2.626222317651412657e-04
2.930191837287124734e+00 1.149593603680524288e-02 2.622401126570485220e-04
2.931990871005036414e+00 1.064158048979428096e-02 2.617113701876669536e-04
2.933789904722947650e+00 1.100392761662563439e-02 2.611290073899968445e-04
2.935588925978716901e+00 1.122901298342843766e-02 2.605077629374388023e-04
2.937387945586559912e+00 1.092406990469686756e-02 2.599496250338066542e-04
2.939186951963407068e+00 1.134089286032620610e-02 2.594576499119267314e-04
2.940985957461403455e+00 1.194396716234762297e-02 2.590200304132336687e-04
2.942784962959399397e+00 1.171643330714630844e-02 2.585900638403069583e-04
