# Wlen (micron), (Rpl/Rs)^2, (Rpl/Rs)^2 error
5.021303075593805509e+00 1.101046337705507451e-02 1.930254910153481344e-04
5.103775013099423496e+00 1.093931589849692250e-02 1.634673426857120946e-04
5.183544724315773955e+00 1.126638158652890249e-02 1.535757404864830633e-04
5.253776234387462551e+00 1.085566699401029761e-02 1.466689910944242480e-04
5.320888780238480109e+00 1.085296258400087442e-02 1.445589995122314249e-04
5.393639431577441634e+00 1.101230623118930156e-02 1.449650163209443166e-04
5.458687746022810039e+00 1.098339451615173122e-02 1.460925147253151692e-04
5.522175532883516702e+00 1.103062259915642794e-02 1.480674781575194287e-04
5.585811015186892270e+00 1.123272985949860109e-02 1.510276037039671364e-04
5.644899780903800846e+00 1.099285575938502811e-02 1.542871185958587688e-04
5.701666273418047659e+00 1.098372940241859261e-02 1.578042642188854814e-04
5.760543820874358012e+00 1.103953659762249920e-02 1.616096036847254765e-04
5.817610528634856060e+00 1.093171094530610496e-02 1.653760567126285274e-04
5.873858010156387088e+00 1.055116738894815685e-02 1.692121780344550360e-04
5.927472732320788751e+00 1.087949937605338369e-02 1.729587062960362171e-04
5.979181539926253564e+00 1.101974536759913088e-02 1.764450052345353890e-04
6.029691543684864818e+00 1.085160191670465207e-02 1.799203822713440538e-04
6.078388538158479015e+00 1.067979878741984363e-02 1.836268155401572094e-04
6.128159724115048945e+00 1.083418686283086664e-02 1.874675016818197839e-04
6.180708369729577711e+00 1.101705564773785596e-02 1.914111546115845495e-04
6.228396211714944286e+00 1.095842043879883577e-02 1.953926559860660200e-04
6.275501198243689238e+00 1.124091740162096176e-02 1.993849362980364040e-04
6.321786851935292439e+00 1.075003972242371750e-02 2.030482893067481523e-04
6.367367035228129524e+00 1.077857399376858441e-02 2.064948543068507308e-04
6.412511798574984212e+00 1.087981980433948281e-02 2.100171627338620357e-04
6.457812227265624649e+00 1.104159121413443231e-02 2.137083844785949381e-04
6.502189692486845196e+00 1.121101755660119069e-02 2.176640092949801587e-04
6.544354105073741934e+00 1.103804308349199022e-02 2.221342220278749516e-04
6.584503471916813844e+00 1.124425347507523876e-02 2.268653170699876196e-04
6.627098516166742392e+00 1.115060026280482140e-02 2.317073660915038957e-04
6.672312275744021193e+00 1.155407643617484791e-02 2.368418074664171665e-04
6.713928508518516303e+00 1.089991828000178541e-02 2.419796855605344161e-04
6.756062002532958743e+00 1.138570261128335308e-02 2.470972598774053984e-04
